tender_id,client,category,estimated_value_omr,competitor_count,margin_percent,icv_score,omanization_percent,won
OM-HIST-25536,OQ,Construction,217592,11,29.07,20.6,56.15,0
OM-HIST-25537,PDO,Electrical Substation,20000,8,27.04,39.14,72.71,0
OM-HIST-25538,PDO,Electrical Substation,55581,3,10.59,15.79,51.97,0
OM-HIST-25539,PDO,IT Services,476701,13,22.24,44.03,75.42,0
OM-HIST-25540,OQ,Medical Supplies,109344,14,17.26,35.14,90.2,0
OM-HIST-25541,OQ,Medical Supplies,161013,12,6.33,49.39,49.68,1
OM-HIST-25542,Nama Group,Medical Supplies,858375,5,11.45,28.64,84.93,1
OM-HIST-25543,OQ,Electrical Substation,20000,2,8.01,21.17,50.4,1
OM-HIST-25544,Nama Group,Oil & Gas Infrastructure,705377,4,22.58,49.27,61.32,0
OM-HIST-25545,Nama Group,Oil & Gas Infrastructure,255633,3,34.75,54.21,34.46,0
OM-HIST-25546,Royal Oman Police,Construction,277962,15,18.97,58.16,36.02,0
OM-HIST-25547,PDO,Oil & Gas Infrastructure,191263,8,27.43,42.7,35.89,0
OM-HIST-25548,Royal Oman Police,Medical Supplies,20646,14,22.35,19.48,56.08,0
OM-HIST-25549,Nama Group,Construction,21644,2,31.31,26.8,67.41,0
OM-HIST-25550,Ministry of Health,Medical Supplies,36285,5,30.0,38.82,64.6,0
OM-HIST-25551,OQ,Electrical Substation,45917,14,24.81,13.84,30.51,0
OM-HIST-25552,Ministry of Health,Construction,605156,11,33.44,39.87,43.26,0
OM-HIST-25553,Royal Oman Police,Medical Supplies,213050,13,33.63,52.37,94.3,1
OM-HIST-25554,OQ,Oil & Gas Infrastructure,20000,11,17.68,17.68,68.41,0
OM-HIST-25555,Nama Group,IT Services,229992,3,27.87,23.97,52.95,0
OM-HIST-25556,PDO,Oil & Gas Infrastructure,172200,11,31.15,52.98,82.54,1
OM-HIST-25557,Nama Group,Oil & Gas Infrastructure,53491,15,11.4,53.64,34.75,0
OM-HIST-25558,Ministry of Transport,Electrical Substation,41764,7,20.66,27.44,40.04,0
OM-HIST-25559,Nama Group,Medical Supplies,55473,2,16.66,15.31,74.88,0
OM-HIST-25560,Nama Group,IT Services,403785,8,28.67,47.03,76.85,0
OM-HIST-25561,PDO,Oil & Gas Infrastructure,91082,8,22.76,51.51,91.31,1
OM-HIST-25562,Royal Oman Police,Electrical Substation,156695,12,7.8,15.51,66.03,1
OM-HIST-25563,Nama Group,Oil & Gas Infrastructure,541667,10,7.46,16.07,77.44,0
OM-HIST-25564,Nama Group,IT Services,175040,15,25.39,52.19,90.2,0
OM-HIST-25565,OQ,IT Services,102755,7,15.72,53.74,63.02,1
OM-HIST-25566,Nama Group,IT Services,808983,2,17.88,17.53,37.48,1
OM-HIST-25567,Royal Oman Police,Construction,902642,11,17.91,42.91,62.82,0
OM-HIST-25568,OQ,Oil & Gas Infrastructure,417988,15,5.6,39.13,55.15,1
OM-HIST-25569,Nama Group,Electrical Substation,3322920,15,21.43,58.34,53.36,0
OM-HIST-25570,PDO,Oil & Gas Infrastructure,339518,3,9.23,12.45,44.11,1
OM-HIST-25571,Nama Group,Medical Supplies,71791,3,17.15,23.7,36.71,1
OM-HIST-25572,Nama Group,Medical Supplies,172779,14,5.4,22.76,81.76,1
OM-HIST-25573,OQ,Oil & Gas Infrastructure,169314,10,26.04,44.59,62.47,1
OM-HIST-25574,Ministry of Health,Oil & Gas Infrastructure,310799,14,28.23,52.04,47.76,0
OM-HIST-25575,PDO,Construction,20000,6,21.98,27.62,83.31,1
OM-HIST-25576,PDO,Construction,20000,15,32.26,35.08,56.91,0
OM-HIST-25577,Ministry of Health,Electrical Substation,225135,6,15.21,31.61,66.24,0
OM-HIST-25578,PDO,Medical Supplies,46790,15,15.45,42.69,61.66,1
OM-HIST-25579,Nama Group,Construction,976004,3,14.15,43.26,72.77,1
OM-HIST-25580,Ministry of Health,Construction,115315,9,32.9,59.84,58.8,0
OM-HIST-25581,OQ,Construction,53740,15,10.72,48.05,64.69,1
OM-HIST-25582,PDO,Electrical Substation,137465,11,7.57,40.03,52.45,1
OM-HIST-25583,PDO,Electrical Substation,51259,15,34.02,34.77,64.09,0
OM-HIST-25584,Nama Group,Oil & Gas Infrastructure,282230,9,34.68,43.61,54.4,0
OM-HIST-25585,Ministry of Health,Medical Supplies,880741,2,9.04,49.12,74.61,1
OM-HIST-25586,PDO,Electrical Substation,44509,8,7.54,47.93,55.15,1
OM-HIST-25587,Nama Group,Medical Supplies,112803,8,18.06,48.4,50.05,1
OM-HIST-25588,PDO,Construction,20000,14,33.24,53.81,68.64,0
OM-HIST-25589,Ministry of Health,Electrical Substation,262298,9,24.51,16.25,54.02,1
OM-HIST-25590,Nama Group,Electrical Substation,256990,13,19.73,44.19,32.91,1
OM-HIST-25591,OQ,Construction,29490,15,33.04,57.59,43.41,0
OM-HIST-25592,Ministry of Transport,IT Services,106680,7,9.44,18.97,43.2,1
OM-HIST-25593,OQ,Electrical Substation,1770589,15,6.02,36.05,78.43,1
OM-HIST-25594,PDO,Medical Supplies,370351,6,23.01,53.93,59.42,1
OM-HIST-25595,PDO,Oil & Gas Infrastructure,635023,7,28.18,10.41,53.4,0
OM-HIST-25596,PDO,IT Services,553412,7,10.98,14.38,76.73,1
OM-HIST-25597,PDO,Construction,594657,8,5.5,40.63,83.91,1
OM-HIST-25598,OQ,IT Services,277714,5,9.48,46.28,76.22,1
OM-HIST-25599,Ministry of Transport,Oil & Gas Infrastructure,1272436,4,32.64,38.93,89.57,0
OM-HIST-25600,PDO,IT Services,147278,13,8.27,50.72,89.07,1
OM-HIST-25601,OQ,Oil & Gas Infrastructure,415789,6,30.86,50.37,64.99,0
OM-HIST-25602,Nama Group,Medical Supplies,37699,5,12.96,55.35,85.78,0
OM-HIST-25603,Royal Oman Police,Electrical Substation,311629,15,19.45,48.1,39.82,0
OM-HIST-25604,OQ,Oil & Gas Infrastructure,31658412,14,9.46,56.4,57.76,1
OM-HIST-25605,PDO,IT Services,410051,3,11.51,41.14,66.78,1
OM-HIST-25606,PDO,Medical Supplies,224627,3,20.07,42.66,92.41,1
OM-HIST-25607,PDO,Medical Supplies,1504040,8,9.52,25.54,93.27,1
OM-HIST-25608,OQ,Electrical Substation,223012,10,28.17,47.74,58.29,1
OM-HIST-25609,Ministry of Transport,Construction,350576,7,20.12,32.58,48.35,0
OM-HIST-25610,PDO,Construction,102308,15,8.82,20.66,75.65,1
OM-HIST-25611,OQ,Medical Supplies,143888,4,10.86,47.86,62.11,1
OM-HIST-25612,Ministry of Transport,Construction,27737,6,13.86,19.28,71.56,1
OM-HIST-25613,Ministry of Transport,Oil & Gas Infrastructure,1306941,3,31.97,58.5,74.17,0
OM-HIST-25614,PDO,Medical Supplies,189302,2,14.93,59.25,46.36,1
OM-HIST-25615,Ministry of Health,Medical Supplies,158927,13,20.82,35.54,60.66,1
OM-HIST-25616,Royal Oman Police,Construction,74066,9,16.9,31.76,89.48,0
OM-HIST-25617,PDO,Medical Supplies,48741,4,21.21,58.49,49.45,1
OM-HIST-25618,OQ,Medical Supplies,115251,9,7.37,43.26,33.62,1
OM-HIST-25619,Ministry of Health,IT Services,37701,3,25.52,51.08,76.59,0
OM-HIST-25620,OQ,Construction,29854,11,10.69,28.57,78.75,1
OM-HIST-25621,Ministry of Transport,IT Services,20000,3,24.7,11.72,84.69,1
OM-HIST-25622,OQ,Oil & Gas Infrastructure,28798,6,28.71,23.17,30.25,0
OM-HIST-25623,Nama Group,Oil & Gas Infrastructure,20000,14,16.63,23.87,48.6,1
OM-HIST-25624,PDO,Medical Supplies,220651,8,32.94,27.63,59.99,0
OM-HIST-25625,PDO,IT Services,52623,5,7.07,49.78,85.26,1
OM-HIST-25626,PDO,Oil & Gas Infrastructure,265625,12,30.54,21.34,83.21,0
OM-HIST-25627,PDO,Medical Supplies,426420,9,9.94,31.61,69.99,1
OM-HIST-25628,Ministry of Health,Oil & Gas Infrastructure,103257,14,6.37,20.3,71.16,1
OM-HIST-25629,Ministry of Transport,Construction,36816,11,22.99,28.21,76.24,0
OM-HIST-25630,Nama Group,Medical Supplies,299310,13,17.4,13.44,64.49,0
OM-HIST-25631,OQ,Electrical Substation,73495,10,17.1,57.4,94.74,0
OM-HIST-25632,Royal Oman Police,IT Services,57244,3,15.99,39.54,62.44,1
OM-HIST-25633,Nama Group,Electrical Substation,561815,8,34.33,20.98,38.29,0
OM-HIST-25634,Royal Oman Police,Medical Supplies,20000,15,6.35,55.99,43.94,1
OM-HIST-25635,Nama Group,IT Services,2245973,5,31.13,26.07,66.19,0
OM-HIST-25636,OQ,Electrical Substation,138928,2,13.7,20.34,37.65,1
OM-HIST-25637,Nama Group,Medical Supplies,155142,5,28.93,37.78,50.13,0
OM-HIST-25638,PDO,Electrical Substation,1281257,6,5.19,10.9,56.17,1
OM-HIST-25639,OQ,Construction,181008,8,5.38,43.61,59.2,1
OM-HIST-25640,PDO,IT Services,20000,4,30.64,37.48,40.05,0
OM-HIST-25641,PDO,IT Services,59715,14,25.62,36.94,37.86,0
OM-HIST-25642,Ministry of Health,IT Services,595137,15,30.69,30.77,92.3,1
OM-HIST-25643,OQ,Medical Supplies,846718,14,12.85,32.02,57.73,0
OM-HIST-25644,OQ,IT Services,389134,11,11.18,52.52,88.91,1
OM-HIST-25645,PDO,Construction,30799,12,22.59,51.93,67.04,0
OM-HIST-25646,Nama Group,Oil & Gas Infrastructure,333033,8,17.03,58.33,32.11,1
OM-HIST-25647,OQ,Construction,2833490,5,7.84,20.12,72.47,1
OM-HIST-25648,Nama Group,Construction,20000,10,29.34,23.86,87.09,0
OM-HIST-25649,OQ,Oil & Gas Infrastructure,117365,10,24.73,59.07,81.89,1
OM-HIST-25650,Nama Group,IT Services,3888055,6,10.44,11.45,55.27,1
OM-HIST-25651,PDO,Medical Supplies,84168,12,7.65,47.86,31.23,1
OM-HIST-25652,PDO,IT Services,25630,14,16.29,41.3,64.39,1
OM-HIST-25653,PDO,Electrical Substation,75251,13,15.14,27.48,53.49,0
OM-HIST-25654,PDO,Medical Supplies,134920,14,23.76,28.61,90.58,1
OM-HIST-25655,PDO,Medical Supplies,56112,5,19.99,47.74,89.89,1
OM-HIST-25656,Ministry of Transport,Electrical Substation,155937,5,32.29,29.69,67.45,0
OM-HIST-25657,Nama Group,Electrical Substation,862931,9,17.83,34.62,61.73,0
OM-HIST-25658,Royal Oman Police,Construction,154165,14,21.77,13.6,84.17,0
OM-HIST-25659,Ministry of Transport,Electrical Substation,426412,6,34.95,13.65,52.49,0
OM-HIST-25660,PDO,Medical Supplies,124099,2,33.8,42.62,81.96,1
OM-HIST-25661,Nama Group,Electrical Substation,47041,15,8.91,20.02,69.45,0
OM-HIST-25662,Nama Group,Electrical Substation,204453,15,17.18,28.17,31.79,1
OM-HIST-25663,Ministry of Health,Oil & Gas Infrastructure,20525,5,23.29,26.72,64.17,1
OM-HIST-25664,OQ,Construction,121544,4,27.48,30.63,46.32,0
OM-HIST-25665,Ministry of Transport,Oil & Gas Infrastructure,38120,6,34.78,40.19,35.66,0
OM-HIST-25666,Ministry of Transport,Medical Supplies,417613,8,7.92,56.69,80.53,1
OM-HIST-25667,Royal Oman Police,Construction,20000,15,18.81,40.28,50.27,0
OM-HIST-25668,PDO,Medical Supplies,484697,11,33.67,27.13,88.87,0
OM-HIST-25669,PDO,Oil & Gas Infrastructure,198595,8,18.63,56.93,54.76,1
OM-HIST-25670,Nama Group,Electrical Substation,29255,9,10.45,11.83,73.91,1
OM-HIST-25671,Ministry of Transport,IT Services,38416,14,10.81,19.06,49.86,0
OM-HIST-25672,Ministry of Health,Oil & Gas Infrastructure,106703,7,20.27,29.35,66.78,0
OM-HIST-25673,PDO,Construction,88778,7,23.61,33.45,73.2,0
OM-HIST-25674,Ministry of Health,Construction,686757,7,32.45,32.2,42.71,0
OM-HIST-25675,PDO,Electrical Substation,54655,9,5.21,15.78,51.82,0
OM-HIST-25676,Ministry of Transport,Oil & Gas Infrastructure,1173931,15,33.95,43.8,43.36,0
OM-HIST-25677,OQ,Electrical Substation,370762,2,29.51,39.31,63.02,0
OM-HIST-25678,Nama Group,Medical Supplies,350548,13,21.08,42.04,65.77,0
OM-HIST-25679,OQ,Oil & Gas Infrastructure,240197,14,20.71,43.68,60.83,0
OM-HIST-25680,Ministry of Health,Medical Supplies,698141,8,34.59,33.94,83.95,0
OM-HIST-25681,Ministry of Health,Medical Supplies,76016,6,29.88,57.44,89.53,0
OM-HIST-25682,PDO,Electrical Substation,348856,6,13.15,34.81,40.93,1
OM-HIST-25683,PDO,Electrical Substation,20000,8,30.19,42.89,87.53,0
OM-HIST-25684,Ministry of Transport,Construction,874264,11,16.81,53.59,47.15,0
OM-HIST-25685,OQ,Electrical Substation,75258,12,27.24,29.25,46.85,0
OM-HIST-25686,OQ,Construction,60512,9,27.34,27.44,84.73,0
OM-HIST-25687,Royal Oman Police,IT Services,252219,6,30.61,55.36,86.13,0
OM-HIST-25688,Ministry of Transport,IT Services,180159,6,5.71,28.23,58.77,1
OM-HIST-25689,Royal Oman Police,Oil & Gas Infrastructure,20000,10,26.75,43.96,78.62,0
OM-HIST-25690,OQ,Construction,39930,5,24.25,22.93,87.04,1
OM-HIST-25691,Ministry of Transport,Construction,57495,6,21.62,57.09,80.24,1
OM-HIST-25692,PDO,Oil & Gas Infrastructure,669785,7,11.89,20.8,77.41,1
OM-HIST-25693,PDO,Electrical Substation,245676,11,10.65,46.08,37.86,1
OM-HIST-25694,Nama Group,Electrical Substation,56268,6,34.28,36.24,75.28,0
OM-HIST-25695,Ministry of Transport,Oil & Gas Infrastructure,105135,9,11.64,20.45,92.89,0
OM-HIST-25696,OQ,Oil & Gas Infrastructure,337734,7,5.04,54.0,44.2,1
OM-HIST-25697,Ministry of Transport,Construction,608627,15,5.88,15.17,82.14,0
OM-HIST-25698,OQ,Electrical Substation,337307,7,20.5,53.47,59.38,1
OM-HIST-25699,Nama Group,IT Services,78745,5,31.73,56.23,60.37,0
OM-HIST-25700,Nama Group,Construction,191880,13,34.5,49.43,88.55,0
OM-HIST-25701,Ministry of Health,Oil & Gas Infrastructure,25287,5,11.55,52.86,38.87,1
OM-HIST-25702,Nama Group,Medical Supplies,77191,11,19.24,15.57,68.65,0
OM-HIST-25703,PDO,Medical Supplies,467540,6,29.54,13.49,87.01,0
OM-HIST-25704,PDO,Electrical Substation,171492,8,6.35,50.21,37.16,1
OM-HIST-25705,Nama Group,Construction,560300,3,16.75,58.84,47.05,0
OM-HIST-25706,PDO,Electrical Substation,61040,11,24.02,20.11,42.76,1
OM-HIST-25707,Ministry of Health,Oil & Gas Infrastructure,2003919,8,7.62,22.58,87.81,1
OM-HIST-25708,PDO,Construction,1014492,6,26.17,33.65,68.35,0
OM-HIST-25709,OQ,Oil & Gas Infrastructure,69940,14,32.34,43.43,79.95,0
OM-HIST-25710,Ministry of Health,Electrical Substation,176785,2,10.57,33.37,77.2,1
OM-HIST-25711,Royal Oman Police,Electrical Substation,56712,7,17.98,33.52,61.26,0
OM-HIST-25712,Ministry of Transport,Medical Supplies,20000,12,33.27,57.07,68.98,0
OM-HIST-25713,PDO,Electrical Substation,174073,3,30.88,38.5,38.28,0
OM-HIST-25714,PDO,Construction,23189,7,22.95,39.41,92.75,0
OM-HIST-25715,Nama Group,Oil & Gas Infrastructure,1118467,13,27.09,20.36,89.37,0
OM-HIST-25716,OQ,Medical Supplies,32723,9,5.27,55.83,62.83,0
OM-HIST-25717,Royal Oman Police,Electrical Substation,287415,11,6.98,12.24,82.17,1
OM-HIST-25718,Royal Oman Police,Construction,132289,3,31.59,50.93,47.38,0
OM-HIST-25719,OQ,Electrical Substation,120176,10,11.15,36.89,71.96,1
OM-HIST-25720,Ministry of Health,Construction,20000,10,34.07,50.28,44.82,0
OM-HIST-25721,Nama Group,Construction,836132,9,11.39,56.48,51.36,1
OM-HIST-25722,OQ,Oil & Gas Infrastructure,240536,15,13.73,23.12,38.4,1
OM-HIST-25723,OQ,Oil & Gas Infrastructure,39677,11,5.3,15.88,59.36,0
OM-HIST-25724,Nama Group,Medical Supplies,180720,5,28.76,49.29,82.23,0
OM-HIST-25725,Nama Group,Oil & Gas Infrastructure,444014,8,19.77,35.96,78.5,0
OM-HIST-25726,PDO,Construction,36599,6,34.82,54.44,65.8,0
OM-HIST-25727,OQ,Construction,292355,13,22.63,11.2,94.73,0
OM-HIST-25728,Ministry of Health,Oil & Gas Infrastructure,332657,9,23.79,28.59,30.33,0
OM-HIST-25729,Ministry of Health,Construction,20000,4,17.7,41.25,33.52,0
OM-HIST-25730,Royal Oman Police,IT Services,2081652,5,30.0,42.45,88.43,0
OM-HIST-25731,OQ,Medical Supplies,490119,12,23.67,29.05,44.23,0
OM-HIST-25732,Nama Group,IT Services,5620614,5,15.75,58.22,52.92,0
OM-HIST-25733,PDO,IT Services,100296,2,18.21,42.13,37.63,1
OM-HIST-25734,OQ,Oil & Gas Infrastructure,292142,14,10.4,33.15,90.09,1
OM-HIST-25735,Nama Group,IT Services,179766,15,34.24,40.46,43.98,0
OM-HIST-25736,Nama Group,Construction,46744,2,5.66,16.4,35.1,0
OM-HIST-25737,Ministry of Transport,IT Services,1624051,13,6.17,59.84,85.53,1
OM-HIST-25738,PDO,IT Services,98158,14,32.26,25.05,86.84,0
OM-HIST-25739,PDO,Oil & Gas Infrastructure,65007,11,12.13,58.39,89.12,1
OM-HIST-25740,PDO,Medical Supplies,31040,6,26.26,20.88,63.55,0
OM-HIST-25741,Nama Group,Electrical Substation,559791,11,18.41,20.23,82.74,0
OM-HIST-25742,Ministry of Transport,IT Services,182430,6,29.93,26.48,74.19,0
OM-HIST-25743,Nama Group,Oil & Gas Infrastructure,1400861,7,30.74,36.79,61.59,0
OM-HIST-25744,PDO,IT Services,20000,14,20.46,16.9,90.57,0
OM-HIST-25745,OQ,Medical Supplies,32032,7,31.04,14.92,52.31,0
OM-HIST-25746,OQ,Construction,97472,12,19.01,30.94,64.31,0
OM-HIST-25747,Ministry of Transport,Oil & Gas Infrastructure,30250,7,32.16,39.59,45.84,0
OM-HIST-25748,OQ,Oil & Gas Infrastructure,120999,11,17.7,46.34,83.99,1
OM-HIST-25749,PDO,Construction,1219760,6,27.25,32.67,36.72,0
OM-HIST-25750,Nama Group,Oil & Gas Infrastructure,24258,15,26.26,24.71,66.04,0
OM-HIST-25751,OQ,Oil & Gas Infrastructure,150417,13,30.36,46.85,63.18,1
OM-HIST-25752,Ministry of Transport,Construction,30062,6,17.22,24.52,45.43,0
OM-HIST-25753,Ministry of Health,Electrical Substation,59037,15,17.39,56.51,52.53,1
OM-HIST-25754,Royal Oman Police,IT Services,1700504,7,30.83,35.42,35.06,1
OM-HIST-25755,Royal Oman Police,IT Services,95964,12,9.58,31.93,51.43,1
OM-HIST-25756,Nama Group,Electrical Substation,71393,12,19.9,34.66,54.19,0
OM-HIST-25757,OQ,Construction,157030,6,31.38,15.87,44.09,0
OM-HIST-25758,OQ,Construction,647491,13,22.6,50.57,61.36,1
OM-HIST-25759,PDO,Oil & Gas Infrastructure,60435,2,19.8,45.53,86.82,0
OM-HIST-25760,PDO,Medical Supplies,903447,6,21.42,25.53,74.72,1
OM-HIST-25761,OQ,Construction,388189,13,30.36,15.28,57.71,0
OM-HIST-25762,Royal Oman Police,Medical Supplies,20000,7,28.64,42.95,61.76,0
OM-HIST-25763,Ministry of Health,Construction,281875,11,11.63,55.08,90.46,0
OM-HIST-25764,Ministry of Transport,Electrical Substation,20000,9,12.91,46.71,31.35,0
OM-HIST-25765,Nama Group,IT Services,21232,14,34.57,34.54,74.17,0
OM-HIST-25766,OQ,IT Services,71941,14,6.88,24.15,53.91,1
OM-HIST-25767,OQ,IT Services,70893,6,8.1,55.32,71.4,1
OM-HIST-25768,Royal Oman Police,Construction,178861,6,33.81,26.82,45.64,0
OM-HIST-25769,Ministry of Health,Construction,48761,11,33.9,54.39,53.63,0
OM-HIST-25770,PDO,IT Services,20000,3,17.72,37.91,93.04,1
OM-HIST-25771,Ministry of Health,Construction,1971628,14,34.1,42.9,75.46,0
OM-HIST-25772,PDO,Electrical Substation,176683,8,20.27,38.02,80.85,1
OM-HIST-25773,Ministry of Health,Oil & Gas Infrastructure,1128701,6,34.66,47.19,35.96,0
OM-HIST-25774,Nama Group,Oil & Gas Infrastructure,26501,6,11.03,33.68,54.09,1
OM-HIST-25775,OQ,Electrical Substation,48770,10,14.63,17.93,70.67,0
OM-HIST-25776,PDO,Medical Supplies,410008,5,11.69,37.8,87.67,1
OM-HIST-25777,Nama Group,Medical Supplies,443464,12,33.97,53.52,73.43,0
OM-HIST-25778,OQ,Medical Supplies,559540,11,33.67,54.17,93.92,0
OM-HIST-25779,PDO,Oil & Gas Infrastructure,29249,3,6.0,28.59,79.56,1
OM-HIST-25780,OQ,Oil & Gas Infrastructure,100411,3,8.24,52.06,41.26,1
OM-HIST-25781,OQ,Construction,175093,2,5.99,45.41,74.59,1
OM-HIST-25782,Nama Group,IT Services,155600,11,18.0,34.99,32.77,0
OM-HIST-25783,Nama Group,IT Services,132210,10,21.82,32.38,41.02,0
OM-HIST-25784,Royal Oman Police,Oil & Gas Infrastructure,180308,10,20.97,20.56,49.32,0
OM-HIST-25785,Nama Group,Electrical Substation,1699665,10,7.98,47.8,80.24,1
OM-HIST-25786,PDO,IT Services,236359,13,31.46,54.03,82.29,0
OM-HIST-25787,Nama Group,Medical Supplies,165514,5,13.97,44.97,42.06,1
OM-HIST-25788,Royal Oman Police,Electrical Substation,23713,8,13.76,23.9,77.32,1
OM-HIST-25789,PDO,Construction,28760,15,5.9,33.16,66.32,0
OM-HIST-25790,OQ,IT Services,236674,14,19.85,51.02,56.42,1
OM-HIST-25791,Nama Group,Construction,95672,10,7.79,44.65,60.83,0
OM-HIST-25792,Royal Oman Police,Construction,604590,6,23.28,18.44,55.23,1
OM-HIST-25793,Nama Group,Oil & Gas Infrastructure,104296,6,32.97,22.86,83.0,0
OM-HIST-25794,Royal Oman Police,Medical Supplies,619711,11,26.09,22.47,82.67,0
OM-HIST-25795,PDO,Electrical Substation,26841,8,14.33,17.21,69.98,1
OM-HIST-25796,PDO,IT Services,123110,12,16.37,49.7,79.34,0
OM-HIST-25797,Ministry of Transport,Medical Supplies,126910,14,16.25,48.28,68.29,0
OM-HIST-25798,PDO,Medical Supplies,650923,3,33.76,16.09,94.11,0
OM-HIST-25799,Nama Group,IT Services,25437,11,28.45,17.29,73.22,0
OM-HIST-25800,Ministry of Health,IT Services,99227,6,16.51,34.53,42.07,1
OM-HIST-25801,OQ,Electrical Substation,58465,5,11.91,45.35,80.28,1
OM-HIST-25802,Ministry of Health,Electrical Substation,20000,12,26.37,20.19,56.89,0
OM-HIST-25803,OQ,Medical Supplies,138291,7,19.87,22.23,90.34,0
OM-HIST-25804,Nama Group,Construction,58071,11,16.55,50.0,87.82,0
OM-HIST-25805,OQ,Electrical Substation,20000,12,16.98,50.97,89.54,0
OM-HIST-25806,Ministry of Transport,Electrical Substation,91395,10,16.56,43.85,33.52,0
OM-HIST-25807,PDO,Oil & Gas Infrastructure,78443,15,27.04,55.83,71.42,0
OM-HIST-25808,PDO,Electrical Substation,72151,6,24.17,57.03,47.16,0
OM-HIST-25809,Nama Group,IT Services,213670,4,19.01,28.38,36.98,0
OM-HIST-25810,Nama Group,Construction,651368,5,31.48,49.98,41.54,0
OM-HIST-25811,Nama Group,IT Services,296357,3,34.42,35.51,58.8,0
OM-HIST-25812,Ministry of Transport,Oil & Gas Infrastructure,20000,15,16.06,12.54,51.18,0
OM-HIST-25813,Nama Group,Oil & Gas Infrastructure,172291,11,34.13,27.38,91.36,0
OM-HIST-25814,Ministry of Transport,Construction,40392,8,16.22,15.06,44.55,0
OM-HIST-25815,Royal Oman Police,Medical Supplies,106798,7,6.49,14.38,47.1,1
OM-HIST-25816,Nama Group,IT Services,194332,15,10.57,38.13,86.42,1
OM-HIST-25817,PDO,Electrical Substation,463761,8,26.31,20.24,85.52,0
OM-HIST-25818,PDO,Oil & Gas Infrastructure,78393,14,13.37,20.36,65.62,1
OM-HIST-25819,OQ,Oil & Gas Infrastructure,130315,13,29.01,40.78,35.03,0
OM-HIST-25820,Ministry of Transport,Oil & Gas Infrastructure,270599,2,15.91,16.35,35.3,1
OM-HIST-25821,PDO,Electrical Substation,48557,15,24.63,51.67,49.21,0
OM-HIST-25822,Royal Oman Police,Electrical Substation,426222,7,23.54,11.05,85.07,1
OM-HIST-25823,Nama Group,IT Services,20000,7,23.49,31.46,92.24,0
OM-HIST-25824,OQ,IT Services,20000,7,32.11,35.19,42.59,0
OM-HIST-25825,PDO,Oil & Gas Infrastructure,46994,12,19.52,46.58,78.23,1
OM-HIST-25826,Ministry of Transport,IT Services,1367310,2,17.84,10.54,78.83,0
OM-HIST-25827,Royal Oman Police,IT Services,38650,3,17.04,39.38,48.69,0
OM-HIST-25828,OQ,IT Services,687857,15,18.8,24.13,59.06,0
OM-HIST-25829,Nama Group,IT Services,747855,2,13.5,14.13,38.21,1
OM-HIST-25830,Nama Group,Oil & Gas Infrastructure,243482,4,17.41,30.56,55.88,1
OM-HIST-25831,Royal Oman Police,IT Services,251188,5,17.05,55.22,92.92,1
OM-HIST-25832,OQ,Oil & Gas Infrastructure,147940,8,27.89,22.53,51.18,0
OM-HIST-25833,Ministry of Health,Electrical Substation,24318,9,33.21,54.71,73.84,0
OM-HIST-25834,Royal Oman Police,Electrical Substation,330285,13,6.72,32.73,50.42,1
OM-HIST-25835,PDO,Construction,42449,13,30.36,55.88,90.01,0
OM-HIST-25836,Ministry of Transport,Oil & Gas Infrastructure,2373475,8,22.37,25.96,92.2,0
OM-HIST-25837,Royal Oman Police,IT Services,353852,3,25.93,14.57,54.9,0
OM-HIST-25838,Nama Group,Medical Supplies,164291,5,29.31,58.59,53.72,0
OM-HIST-25839,Ministry of Health,Medical Supplies,307699,14,11.89,44.81,45.04,0
OM-HIST-25840,PDO,Construction,362482,6,20.89,46.7,75.56,0
OM-HIST-25841,OQ,Electrical Substation,635788,7,19.19,12.8,58.75,0
OM-HIST-25842,Royal Oman Police,IT Services,1418998,15,8.25,36.4,32.08,1
OM-HIST-25843,Nama Group,Electrical Substation,716969,12,12.95,47.49,80.97,0
OM-HIST-25844,PDO,Construction,260075,13,8.31,11.23,76.85,0
OM-HIST-25845,PDO,Oil & Gas Infrastructure,239154,7,26.3,37.22,32.13,0
OM-HIST-25846,OQ,Oil & Gas Infrastructure,119295,11,11.64,24.22,80.35,1
OM-HIST-25847,Nama Group,IT Services,305288,8,11.09,21.91,50.52,1
OM-HIST-25848,OQ,Construction,102856,13,14.08,33.27,86.58,1
OM-HIST-25849,PDO,Medical Supplies,171468,6,8.59,48.55,47.13,1
OM-HIST-25850,Nama Group,Electrical Substation,434519,2,24.19,17.34,81.11,1
OM-HIST-25851,Royal Oman Police,Construction,188550,9,6.84,50.95,52.17,1
OM-HIST-25852,Royal Oman Police,Medical Supplies,38200,4,21.55,44.0,82.32,0
OM-HIST-25853,OQ,Medical Supplies,26206,13,19.12,32.45,84.64,0
OM-HIST-25854,Ministry of Health,Electrical Substation,77649,10,8.25,28.93,58.89,1
OM-HIST-25855,Ministry of Transport,Medical Supplies,69743,3,19.81,46.97,92.91,1
OM-HIST-25856,Nama Group,IT Services,54051,2,27.9,13.46,33.72,0
OM-HIST-25857,Nama Group,Construction,119871,15,22.69,48.72,69.43,0
OM-HIST-25858,Nama Group,IT Services,757356,13,24.51,34.41,43.77,0
OM-HIST-25859,Nama Group,Construction,87633,12,19.99,35.96,76.37,0
OM-HIST-25860,OQ,Construction,3967845,2,16.57,45.21,82.09,1
OM-HIST-25861,Nama Group,Construction,205003,15,9.48,47.0,67.11,0
